17475;SingleFUnbid;*;18934560;19504800
18134;SingleFUnbid;*;18934560;19504800
29424;SingleFUnbid;*;18934560;19504800
30028;SingleFUnbid;*;18934560;19504800
30043;SingleFUnbid;*;18934560;19504800
30201;SingleFUnbid;*;18934560;19504800
30369;SingleFUnbid;*;18934560;19504800
30589;SingleFUnbid;*;18934560;19504800
30592;SingleFUnbid;*;18934560;19504800
30593;SingleFUnbid;*;18934560;19504800
30599;SingleFUnbid;*;18934560;19504800
30677;SingleFUnbid;*;18934560;19504800
30744;SingleFUnbid;*;18934560;19504800
30752;SingleFUnbid;*;18934560;19504800
30992;SingleFUnbid;*;18934560;19504800
30994;SingleFUnbid;*;18934560;19504800
30997;SingleFUnbid;*;18934560;19504800
31780;SingleFUnbid;*;18934560;19504800
31781;SingleFUnbid;*;18934560;19504800
31925;SingleFUnbid;*;18934560;19504800
32246;SingleFUnbid;*;18934560;19504800
33910;SingleFUnbid;*;18934560;19504800
34080;SingleFUnbid;*;18934560;19504800
34081;SingleFUnbid;*;18934560;19504800
34175;SingleFUnbid;*;18934560;19504800
34251;SingleFUnbid;*;18934560;19504800
34296;SingleFUnbid;*;18934560;19504800
34371;SingleFUnbid;*;18934560;19504800
34387;SingleFUnbid;*;18934560;19504800
34398;SingleFUnbid;*;18934560;19504800
34461;SingleFUnbid;*;18934560;19504800
34477;SingleFUnbid;*;18934560;19504800
34510;SingleFUnbid;*;18934560;19504800
34557;SingleFUnbid;*;18934560;19504800
34580;SingleFUnbid;*;18934560;19504800
34634;SingleFUnbid;*;18934560;19504800
34643;SingleFUnbid;*;18934560;19504800
34709;SingleFUnbid;*;18934560;19504800
34715;SingleFUnbid;*;18934560;19504800
34717;SingleFUnbid;*;18934560;19504800
34720;SingleFUnbid;*;18934560;19504800
34779;SingleFUnbid;*;18934560;19504800
34780;SingleFUnbid;*;18934560;19504800
34845;SingleFUnbid;*;18934560;19504800
34857;SingleFUnbid;*;18934560;19504800
34871;SingleFUnbid;*;18934560;19504800
34885;SingleFUnbid;*;18934560;19504800
34916;SingleFUnbid;*;18934560;19504800
34982;SingleFUnbid;*;18934560;19504800
34995;SingleFUnbid;*;18934560;19504800
35016;SingleFUnbid;*;18934560;19504800
35029;SingleFUnbid;*;18934560;19504800
35030;SingleFUnbid;*;18934560;19504800
35080;SingleFUnbid;*;18934560;19504800
35092;SingleFUnbid;*;18934560;19504800
35097;SingleFUnbid;*;18934560;19504800
35150;SingleFUnbid;*;18934560;19504800
35161;SingleFUnbid;*;18944640;19504800
35282;SingleFUnbid;*;18934560;19504800
35320;SingleFUnbid;*;18934560;19504800
35431;SingleFUnbid;*;18934560;19504800
35573;SingleFUnbid;*;18934560;19504800
35588;SingleFUnbid;*;18934560;19504800
35598;SingleFUnbid;*;18934560;19504800
35641;SingleFUnbid;*;18934560;19504800
35668;SingleFUnbid;*;18934560;19504800
35696;SingleFUnbid;*;18934560;19504800
35713;SingleFUnbid;*;18934560;19504800
35742;SingleFUnbid;*;18934560;19504800
35848;SingleFUnbid;*;18934560;19504800
35873;SingleFUnbid;*;18934560;19504800
35927;SingleFUnbid;*;18934560;19504800
36289;SingleFUnbid;*;18934560;19504800
36870;SingleFUnbid;*;18934560;19504800
36929;SingleFUnbid;*;18934560;19504800
37087;SingleFUnbid;*;18934560;19504800
37089;SingleFUnbid;*;18934560;19504800
37091;SingleFUnbid;*;18934560;19504800
37122;SingleFUnbid;*;18934560;19504800
37139;SingleFUnbid;*;18934560;19504800
37168;SingleFUnbid;*;18934560;19504800
37169;SingleFUnbid;*;18934560;19504800
37195;SingleFUnbid;*;18934560;19504800
37200;SingleFUnbid;*;18934560;19504800
37276;SingleFUnbid;*;18934560;19504800
37289;SingleFUnbid;*;18934560;19504800
37301;SingleFUnbid;*;18934560;19504800
37339;SingleFUnbid;*;18934560;19504800
37350;SingleFUnbid;*;18934560;19504800
37368;SingleFUnbid;*;18934560;19504800
37480;SingleFUnbid;*;18934560;19504800
37487;SingleFUnbid;*;18934560;19504800
37492;SingleFUnbid;*;18934560;19504800
37496;SingleFUnbid;*;18934560;19504800
37541;SingleFUnbid;*;18934560;19504800
37568;SingleFUnbid;*;18934560;19504800
37575;SingleFUnbid;*;18934560;19504800
37597;SingleFUnbid;*;18934560;19504800
37694;SingleFUnbid;*;18934560;19504800
37744;SingleFUnbid;*;18934560;19504800
37755;SingleFUnbid;*;18934560;19504800
37769;SingleFUnbid;*;18934560;19504800
37788;SingleFUnbid;*;18934560;19504800
37805;SingleFUnbid;*;18934560;19504800
37859;SingleFUnbid;*;18934560;19504800
37870;SingleFUnbid;*;18934560;19504800
37888;SingleFUnbid;*;18934560;19504800
37971;SingleFUnbid;*;18934560;19504800
38040;SingleFUnbid;*;18934560;19504800
38045;SingleFUnbid;*;18934560;19504800
38052;SingleFUnbid;*;18934560;19504800
38072;SingleFUnbid;*;18934560;19504800
38078;SingleFUnbid;*;18934560;19504800
38216;SingleFUnbid;*;18934560;19504800
38220;SingleFUnbid;*;18934560;19504800
38226;SingleFUnbid;*;18934560;19504800
38229;SingleFUnbid;*;18934560;19504800
38237;SingleFUnbid;*;18934560;19504800
38242;SingleFUnbid;*;18934560;19504800
38245;SingleFUnbid;*;18934560;19504800
38323;SingleFUnbid;*;18934560;19504800
38334;SingleFUnbid;*;18934560;19504800
38337;SingleFUnbid;*;18934560;19504800
38538;SingleFUnbid;*;18934560;19504800
38540;SingleFUnbid;*;18934560;19504800
38552;SingleFUnbid;*;18934560;19504800
38557;SingleFUnbid;*;18934560;19504800
38588;SingleFUnbid;*;18934560;19504800
38595;SingleFUnbid;*;18934560;19504800
38605;SingleFUnbid;*;18934560;19504800
38613;SingleFUnbid;*;18934560;19504800
38622;SingleFUnbid;*;18934560;19504800
38623;SingleFUnbid;*;18934560;19504800
38627;SingleFUnbid;*;18934560;19504800
38629;SingleFUnbid;*;18934560;19504800
38634;SingleFUnbid;*;18934560;19504800
38649;SingleFUnbid;*;18934560;19504800
38791;SingleFUnbid;*;18934560;19504800
38798;SingleFUnbid;*;18934560;19504800
38805;SingleFUnbid;*;18934560;19504800
38828;SingleFUnbid;*;18934560;19504800
38835;SingleFUnbid;*;18934560;19504800
38873;SingleFUnbid;*;18934560;19504800
38879;SingleFUnbid;*;18934560;19504800
38883;SingleFUnbid;*;18934560;19504800
38903;SingleFUnbid;*;18934560;19504800
38988;SingleFUnbid;*;18934560;19504800
39003;SingleFUnbid;*;18934560;19504800
39103;SingleFUnbid;*;18934560;19504800
39108;SingleFUnbid;*;18934560;19504800
39248;SingleFUnbid;*;18934560;19504800
39260;SingleFUnbid;*;18934560;19504800
39264;SingleFUnbid;*;18934560;19504800
39266;SingleFUnbid;*;18934560;19504800
39273;SingleFUnbid;*;18934560;19504800
39298;SingleFUnbid;*;18934560;19504800
39307;SingleFUnbid;*;18934560;19504800
39313;SingleFUnbid;*;18934560;19504800
39354;SingleFUnbid;*;18934560;19504800
39374;SingleFUnbid;*;18934560;19504800
39384;SingleFUnbid;*;18934560;19504800
39429;SingleFUnbid;*;18934560;19504800
39563;SingleFUnbid;*;18934560;19504800
39590;SingleFUnbid;*;18934560;19504800
39616;SingleFUnbid;*;18934560;19504800
39628;SingleFUnbid;*;18934560;19504800
39633;SingleFUnbid;*;18934560;19504800
39669;SingleFUnbid;*;18934560;19504800
39780;SingleFUnbid;*;18934560;19504800
39826;SingleFUnbid;*;18934560;19504800
39827;SingleFUnbid;*;18934560;19504800
39834;SingleFUnbid;*;18934560;19504800
39846;SingleFUnbid;*;18934560;19504800
39883;SingleFUnbid;*;18934560;19504800
39906;SingleFUnbid;*;18934560;19504800
39912;SingleFUnbid;*;18934560;19504800
39924;SingleFUnbid;*;18934560;19504800
39928;SingleFUnbid;*;18934560;19504800
61636;SingleFUnbid;*;18934560;19504800
61668;SingleFUnbid;*;18934560;19504800
61707;SingleFUnbid;*;18934560;19504800
62108;SingleFUnbid;*;18934560;19504800
62131;SingleFUnbid;*;18934560;19504800
62200;SingleFUnbid;*;18934560;19504800
62338;SingleFUnbid;*;18934560;19504800
62341;SingleFUnbid;*;18934560;19504800
62718;SingleFUnbid;*;18934560;19504800
63241;SingleFUnbid;*;18934560;19504800
64750;SingleFUnbid;*;18934560;19504800
65863;SingleFUnbid;*;18934560;19504800
66368;SingleFUnbid;*;18934560;19504800
66988;SingleFUnbid;*;18934560;19504800
67620;SingleFUnbid;*;18934560;19504800
68018;SingleFUnbid;*;18934560;19504800
68372;SingleFUnbid;*;18934560;19504800
68603;SingleFUnbid;*;18934560;19504800
68848;SingleFUnbid;*;18934560;19504800
69115;SingleFUnbid;*;18934560;19504800
69281;SingleFUnbid;*;18934560;19504800
69727;SingleFUnbid;*;18934560;19504800
69787;SingleFUnbid;*;18934560;19504800
69794;SingleFUnbid;*;18934560;19504800
69929;SingleFUnbid;*;18934560;19504800
86561;SingleFUnbid;*;18934560;19504800
86576;SingleFUnbid;*;18934560;19504800
86599;SingleFUnbid;*;18934560;19504800
86616;SingleFUnbid;*;18934560;19504800
86620;SingleFUnbid;*;18934560;19504800
86633;SingleFUnbid;*;18934560;19504800
